TQ,DPQ,C,OU,DI,DFT,RD,DFO,DI2,DFT2,RD2,DFO2,DI3,DFT3,RD3,DFO3
1,2,1,4,19,14,5,1,5,5,0,0,0,0,0,0
1,2,2,3,67,56,11,3,11,9,2,0,2,1,1,0
1,4,1,0,37,10,27,11,27,25,2,1,2,0,2,0
0,2,1,1,35,0,35,32,35,18,17,14,17,3,14,14
0,4,4,0,15,7,8,5,8,0,8,3,8,6,2,1
1,3,3,3,28,0,28,20,28,24,4,2,4,2,2,1
4,2,1,0,31,15,16,5,16,12,4,3,4,0,4,4
2,2,1,0,24,10,14,13,14,7,7,2,7,5,2,1
2,1,0,1,17,6,11,6,11,11,0,0,0,0,0,0
3,4,1,3,35,9,26,12,26,9,17,1,17,16,1,1
2,1,2,4,57,52,5,2,5,0,5,0,5,3,2,2
1,1,3,0,36,14,22,6,22,12,10,8,10,6,4,0
0,2,4,3,22,2,20,4,20,8,12,2,12,3,9,0
4,3,2,2,14,9,5,4,5,4,1,0,1,0,1,1
0,2,0,4,46,25,21,10,21,10,11,2,11,1,10,1
4,4,3,1,32,22,10,2,10,10,0,0,0,0,0,0
2,3,2,3,18,18,0,0,0,0,0,0,0,0,0,0
1,3,0,1,15,11,4,3,4,0,4,1,4,3,1,1
2,2,1,2,56,36,20,5,20,9,11,10,11,5,6,5
2,1,2,2,60,4,56,20,56,40,16,11,16,12,4,1
4,2,1,2,28,2,26,17,26,23,3,1,3,1,2,0
0,3,1,0,60,0,60,53,60,25,35,7,35,14,21,13
3,3,1,2,75,2,73,47,73,66,7,4,7,0,7,7
2,3,2,0,10,9,1,1,1,1,0,0,0,0,0,0
3,1,1,3,31,25,6,0,6,0,6,6,6,0,6,6
3,2,3,4,34,0,34,2,34,16,18,17,18,10,8,8
4,4,4,2,38,0,38,5,38,3,35,28,35,21,14,2
1,3,4,2,48,2,46,23,46,1,45,7,45,2,43,3
3,0,0,3,59,19,40,5,40,16,24,15,24,20,4,1
0,3,3,3,51,21,30,24,30,23,7,6,7,5,2,0
1,1,4,2,59,52,7,6,7,5,2,1,2,0,2,2
2,3,1,1,58,34,24,6,24,5,19,7,19,1,18,4
3,4,1,1,53,45,8,2,8,7,1,1,1,0,1,0
2,2,4,2,39,13,26,15,26,3,23,3,23,14,9,7
1,2,3,3,45,20,25,13,25,3,22,22,22,6,16,5
2,2,3,1,43,15,28,8,28,5,23,6,23,19,4,2
0,0,4,2,31,12,19,1,19,2,17,16,17,4,13,1
0,4,4,4,13,1,12,8,12,2,10,0,10,4,6,5
3,0,1,2,29,0,29,24,29,12,17,5,17,10,7,4
2,1,4,2,13,12,1,0,1,1,0,0,0,0,0,0
1,4,0,4,15,15,0,0,0,0,0,0,0,0,0,0
1,0,4,4,8,4,4,4,4,0,4,1,4,2,2,1
2,0,3,1,53,4,49,27,49,0,49,31,49,24,25,7
0,0,0,3,20,14,6,6,6,6,0,0,0,0,0,0
1,0,3,2,23,6,17,15,17,13,4,2,4,3,1,1
4,0,2,0,30,26,4,2,4,4,0,0,0,0,0,0
1,0,1,4,52,36,16,13,16,11,5,5,5,5,0,0
0,2,4,2,41,6,35,14,35,9,26,7,26,13,13,8
3,4,3,3,62,54,8,3,8,4,4,0,4,2,2,0
1,3,0,1,39,18,21,9,21,12,9,6,9,5,4,2
2,4,3,3,33,12,21,14,21,1,20,15,20,9,11,11
1,4,3,3,16,16,0,0,0,0,0,0,0,0,0,0
2,2,3,0,55,28,27,18,27,19,8,4,8,1,7,7
2,4,2,2,12,1,11,11,11,11,0,0,0,0,0,0
2,1,0,4,26,5,21,10,21,20,1,0,1,1,0,0
1,4,0,4,47,13,34,25,34,31,3,2,3,1,2,2
1,3,4,0,57,22,35,14,35,23,12,12,12,0,12,8
2,2,3,1,33,12,21,17,21,16,5,2,5,3,2,1
2,2,3,0,45,40,5,2,5,4,1,0,1,0,1,0
2,2,1,2,23,6,17,13,17,8,9,7,9,1,8,4
2,1,1,3,37,35,2,1,2,0,2,1,2,0,2,0
4,0,1,2,29,4,25,3,25,2,23,2,23,9,14,13
0,0,1,2,45,38,7,2,7,7,0,0,0,0,0,0
2,0,0,2,39,19,20,0,20,11,9,6,9,4,5,4
4,1,0,1,56,31,25,15,25,14,11,7,11,11,0,0
1,2,3,0,51,20,31,11,31,27,4,4,4,2,2,2
3,3,4,2,51,30,21,4,21,1,20,4,20,0,20,9
4,0,0,3,44,20,24,22,24,8,16,1,16,4,12,2
3,1,1,1,46,3,43,36,43,20,23,22,23,7,16,0
4,4,2,1,41,8,33,1,33,28,5,5,5,5,0,0
3,3,0,4,22,9,13,2,13,7,6,2,6,1,5,1
2,0,4,3,47,23,24,16,24,24,0,0,0,0,0,0
3,2,2,0,22,21,1,1,1,1,0,0,0,0,0,0
2,4,0,1,52,18,34,28,34,28,6,3,6,2,4,1
1,0,2,1,13,10,3,0,3,0,3,3,3,2,1,1
4,2,3,3,48,13,35,4,35,6,29,22,29,14,15,5
2,2,1,3,36,5,31,12,31,24,7,6,7,6,1,0
3,3,3,2,27,21,6,2,6,2,4,1,4,0,4,1
4,0,2,2,32,14,18,8,18,5,13,9,13,2,11,10
1,3,1,4,14,10,4,1,4,2,2,0,2,1,1,0
1,2,1,2,21,13,8,4,8,2,6,0,6,0,6,1
4,3,2,3,31,20,11,4,11,0,11,9,11,10,1,0
2,1,0,3,35,9,26,0,26,11,15,6,15,12,3,2
0,1,1,1,19,5,14,11,14,0,14,12,14,7,7,3
4,2,1,4,40,14,26,14,26,16,10,10,10,4,6,3
3,0,2,2,58,36,22,21,22,16,6,5,6,0,6,5
0,0,3,3,57,6,51,9,51,28,23,11,23,23,0,0
3,2,1,4,6,1,5,5,5,5,0,0,0,0,0,0
1,4,3,0,34,17,17,3,17,9,8,2,8,0,8,1
2,1,4,0,5,0,5,0,5,1,4,3,4,1,3,2
4,4,2,3,33,8,25,25,25,8,17,15,17,14,3,0
3,2,4,1,23,16,7,3,7,3,4,2,4,0,4,0
1,1,0,2,23,17,6,4,6,4,2,0,2,0,2,1
2,2,1,3,41,40,1,0,1,1,0,0,0,0,0,0
1,3,1,4,55,30,25,11,25,10,15,5,15,13,2,1
4,2,0,0,54,49,5,3,5,4,1,0,1,0,1,1
1,4,2,0,35,26,9,1,9,3,6,6,6,4,2,0
0,3,0,4,21,2,19,14,19,5,14,1,14,2,12,2
4,3,1,3,55,3,52,51,52,35,17,2,17,11,6,3
4,0,2,1,38,37,1,0,1,1,0,0,0,0,0,0
1,2,3,3,17,5,12,2,12,12,0,0,0,0,0,0
0,1,1,1,55,19,36,11,36,5,31,23,31,22,9,4
0,1,0,3,30,22,8,7,8,4,4,3,4,1,3,1
1,2,3,3,70,36,34,32,34,31,3,0,3,1,2,2
4,4,3,4,30,29,1,1,1,0,1,1,1,0,1,0
1,3,1,2,32,31,1,0,1,0,1,1,1,0,1,0
3,3,0,3,36,23,13,11,13,10,3,1,3,2,1,0
4,4,3,0,53,49,4,4,4,3,1,1,1,1,0,0
2,4,0,0,22,14,8,8,8,4,4,3,4,3,1,0
3,4,2,0,31,27,4,3,4,1,3,0,3,2,1,1
0,2,3,2,23,12,11,0,11,8,3,1,3,0,3,1
4,2,4,1,25,0,25,18,25,4,21,7,21,13,8,3
0,2,4,4,41,27,14,0,14,0,14,11,14,13,1,1
0,4,2,2,8,6,2,2,2,1,1,0,1,1,0,0
2,1,1,3,29,6,23,17,23,7,16,12,16,8,8,2
4,3,2,1,44,17,27,10,27,12,15,0,15,4,11,4
3,1,3,0,15,7,8,4,8,7,1,1,1,0,1,1
1,4,2,4,39,38,1,1,1,0,1,0,1,1,0,0
2,1,4,0,35,35,0,0,0,0,0,0,0,0,0,0
3,0,2,1,17,14,3,2,3,2,1,0,1,1,0,0
4,3,0,3,8,2,6,1,6,0,6,0,6,4,2,2
3,4,2,2,25,2,23,5,23,22,1,0,1,1,0,0
1,3,4,3,43,13,30,8,30,10,20,17,20,4,16,2
3,0,2,3,6,6,0,0,0,0,0,0,0,0,0,0
0,3,2,3,29,20,9,7,9,9,0,0,0,0,0,0
3,4,0,1,41,3,38,5,38,1,37,10,37,30,7,3
4,1,3,1,15,6,9,7,9,7,2,0,2,2,0,0
0,2,1,0,32,13,19,6,19,0,19,1,19,6,13,4
1,1,0,1,57,12,45,18,45,27,18,2,18,11,7,2
4,2,2,4,18,3,15,15,15,6,9,5,9,7,2,1
4,2,3,2,14,2,12,1,12,6,6,0,6,2,4,0
0,1,1,1,15,3,12,1,12,1,11,5,11,8,3,1
1,0,2,2,42,20,22,9,22,20,2,2,2,2,0,0
0,1,3,1,42,21,21,20,21,12,9,7,9,8,1,1
4,3,1,0,32,29,3,0,3,1,2,1,2,2,0,0
0,1,2,4,5,5,0,0,0,0,0,0,0,0,0,0
4,4,3,4,34,24,10,7,10,9,1,0,1,0,1,1
2,4,0,3,14,6,8,8,8,0,8,1,8,3,5,1
2,4,3,0,18,13,5,3,5,1,4,4,4,3,1,0
2,4,0,3,17,2,15,7,15,4,11,0,11,6,5,0
2,2,2,0,74,10,64,56,64,18,46,41,46,7,39,32
3,4,2,3,46,36,10,3,10,3,7,1,7,0,7,4
1,0,0,0,60,31,29,4,29,22,7,4,7,3,4,4
4,1,2,2,55,7,48,23,48,39,9,3,9,4,5,2
1,3,3,4,20,12,8,8,8,6,2,1,2,1,1,1
0,0,4,4,62,25,37,5,37,2,35,4,35,20,15,4
0,1,0,3,23,10,13,12,13,3,10,5,10,0,10,2
0,2,0,4,19,12,7,7,7,3,4,2,4,1,3,3
2,1,0,0,25,6,19,18,19,3,16,16,16,11,5,2
0,1,2,2,26,15,11,4,11,7,4,0,4,2,2,0
3,3,1,1,3,2,1,1,1,1,0,0,0,0,0,0
2,4,4,1,23,16,7,7,7,4,3,2,3,2,1,0
4,0,0,2,9,5,4,0,4,3,1,0,1,0,1,1
0,2,0,2,33,4,29,3,29,27,2,2,2,2,0,0
2,1,4,2,1,0,1,0,1,1,0,0,0,0,0,0
3,3,1,4,23,10,13,13,13,7,6,4,6,1,5,4
1,3,4,3,40,20,20,4,20,11,9,2,9,7,2,2
4,3,1,4,17,16,1,1,1,1,0,0,0,0,0,0
2,1,3,1,45,10,35,12,35,9,26,16,26,6,20,7
2,2,3,3,13,2,11,8,11,0,11,8,11,11,0,0
3,0,0,2,35,10,25,3,25,18,7,2,7,3,4,2
0,4,1,1,34,32,2,1,2,2,0,0,0,0,0,0
0,1,3,0,35,20,15,2,15,3,12,3,12,1,11,8
2,2,3,0,30,4,26,2,26,6,20,12,20,14,6,1
1,1,3,4,49,6,43,14,43,33,10,1,10,2,8,1
0,2,2,0,23,16,7,4,7,1,6,0,6,3,3,1
0,3,0,3,36,35,1,0,1,0,1,0,1,1,0,0
2,0,1,2,41,22,19,8,19,13,6,4,6,3,3,3
0,3,2,3,40,4,36,5,36,2,34,22,34,9,25,20
4,1,4,4,51,22,29,27,29,10,19,13,19,19,0,0
2,1,1,0,29,7,22,4,22,15,7,0,7,5,2,1
4,4,1,2,49,28,21,18,21,13,8,3,8,4,4,4
0,2,3,0,42,5,37,27,37,20,17,2,17,16,1,0
3,4,2,1,55,35,20,8,20,4,16,8,16,0,16,3
2,4,3,1,59,6,53,43,53,45,8,2,8,8,0,0
0,3,3,3,35,22,13,12,13,4,9,1,9,5,4,4
0,1,2,2,24,17,7,7,7,0,7,0,7,1,6,2
1,0,0,4,53,6,47,5,47,35,12,9,12,9,3,3
2,0,0,4,17,16,1,1,1,0,1,0,1,1,0,0
1,0,4,4,46,38,8,7,8,3,5,5,5,0,5,0
4,2,2,4,46,27,19,16,19,4,15,3,15,4,11,6
3,2,3,0,21,20,1,1,1,1,0,0,0,0,0,0
0,3,4,3,55,31,24,11,24,4,20,12,20,16,4,3
2,1,0,4,43,12,31,18,31,4,27,20,27,2,25,24
1,3,1,2,22,2,20,9,20,13,7,7,7,2,5,5
0,1,3,1,37,33,4,1,4,3,1,0,1,0,1,1
3,2,2,3,73,3,70,27,70,42,28,1,28,20,8,2
1,1,2,0,14,13,1,0,1,0,1,1,1,0,1,1
3,4,4,4,16,1,15,7,15,4,11,6,11,6,5,0
3,2,3,1,43,16,27,14,27,14,13,3,13,4,9,6
2,3,0,4,46,19,27,26,27,5,22,3,22,1,21,2
2,0,4,0,45,16,29,10,29,24,5,3,5,2,3,0
1,3,2,2,70,26,44,18,44,20,24,7,24,11,13,1
2,1,2,3,31,9,22,22,22,17,5,1,5,1,4,4
4,1,0,2,39,23,16,10,16,8,8,7,8,0,8,3
3,0,1,1,24,21,3,0,3,0,3,3,3,1,2,0
4,2,4,1,47,16,31,6,31,21,10,3,10,8,2,0
4,3,3,2,21,0,21,2,21,18,3,2,3,0,3,1
0,1,1,3,29,23,6,3,6,4,2,2,2,0,2,0
3,1,4,3,19,18,1,0,1,1,0,0,0,0,0,0
0,2,1,2,5,0,5,3,5,4,1,0,1,1,0,0
0,2,1,4,40,17,23,8,23,4,19,1,19,18,1,0
4,4,0,3,26,15,11,1,11,8,3,1,3,0,3,2
4,3,2,4,47,41,6,1,6,6,0,0,0,0,0,0
4,4,3,1,40,33,7,6,7,0,7,4,7,2,5,5
3,3,1,3,34,27,7,3,7,4,3,3,3,2,1,1
0,4,1,3,21,15,6,2,6,2,4,3,4,4,0,0
4,0,3,4,29,19,10,0,10,10,0,0,0,0,0,0
3,3,0,4,26,25,1,1,1,0,1,1,1,0,1,1
1,3,4,1,51,11,40,40,40,36,4,3,4,3,1,1
0,3,2,1,6,0,6,5,6,2,4,2,4,3,1,1
2,0,3,3,44,6,38,7,38,30,8,8,8,1,7,2
4,4,3,4,47,21,26,26,26,19,7,5,7,7,0,0
0,0,2,0,33,33,0,0,0,0,0,0,0,0,0,0
4,0,2,2,22,5,17,12,17,7,10,0,10,0,10,1
0,0,4,4,22,22,0,0,0,0,0,0,0,0,0,0
4,1,4,1,62,59,3,3,3,2,1,1,1,1,0,0
2,4,2,0,64,39,25,3,25,8,17,3,17,7,10,0
2,1,4,0,37,31,6,2,6,5,1,0,1,1,0,0
1,2,4,4,56,18,38,3,38,17,21,5,21,8,13,10
4,2,4,2,53,26,27,17,27,1,26,23,26,19,7,1
4,0,4,0,49,49,0,0,0,0,0,0,0,0,0,0
2,0,2,0,50,35,15,12,15,8,7,3,7,5,2,1
4,2,0,0,46,13,33,22,33,14,19,1,19,10,9,8
2,4,2,3,3,3,0,0,0,0,0,0,0,0,0,0
4,4,4,3,7,1,6,1,6,0,6,5,6,0,6,5
3,2,1,1,44,29,15,3,15,13,2,2,2,2,0,0
0,0,0,2,3,2,1,1,1,1,0,0,0,0,0,0
3,2,0,0,21,7,14,10,14,5,9,8,9,0,9,8
2,2,2,2,20,11,9,4,9,4,5,2,5,3,2,1
1,0,4,4,46,36,10,8,10,3,7,1,7,2,5,2
3,4,4,0,43,19,24,7,24,24,0,0,0,0,0,0
4,0,0,0,11,2,9,9,9,0,9,4,9,4,5,1
3,2,0,4,9,1,8,4,8,7,1,0,1,0,1,0
2,0,0,1,40,13,27,21,27,17,10,2,10,2,8,3
1,3,4,0,1,0,1,0,1,0,1,0,1,0,1,1
3,0,0,3,11,2,9,0,9,1,8,8,8,1,7,6
0,0,0,3,45,10,35,22,35,12,23,13,23,1,22,21
0,2,2,1,7,2,5,1,5,3,2,2,2,0,2,1
0,4,4,2,41,12,29,4,29,28,1,1,1,0,1,0
0,4,0,1,36,12,24,23,24,9,15,0,15,10,5,5
1,1,1,4,23,15,8,0,8,0,8,2,8,3,5,4
1,3,1,1,31,18,13,2,13,7,6,6,6,1,5,3
4,3,3,1,27,13,14,4,14,10,4,3,4,3,1,0
1,0,1,3,14,3,11,2,11,2,9,6,9,2,7,1
1,3,0,3,57,7,50,44,50,18,32,29,32,28,4,4
0,1,2,1,50,17,33,16,33,4,29,24,29,5,24,13
0,1,0,4,61,10,51,39,51,28,23,23,23,4,19,6
3,1,1,4,44,44,0,0,0,0,0,0,0,0,0,0
3,4,0,2,52,23,29,9,29,26,3,2,3,3,0,0
4,2,2,1,27,17,10,3,10,6,4,1,4,3,1,1
0,0,4,1,78,4,74,46,74,64,10,9,10,9,1,1
1,1,2,4,6,2,4,2,4,1,3,3,3,1,2,0
3,0,0,2,28,13,15,4,15,6,9,3,9,3,6,6
1,0,0,1,48,35,13,3,13,12,1,1,1,1,0,0
2,3,0,2,34,8,26,12,26,1,25,18,25,22,3,3
0,0,0,0,12,2,10,2,10,5,5,2,5,0,5,4
3,3,2,1,35,2,33,5,33,4,29,29,29,16,13,11
4,0,3,3,65,65,0,0,0,0,0,0,0,0,0,0
2,3,4,1,20,0,20,17,20,19,1,1,1,1,0,0
0,2,3,4,22,1,21,21,21,2,19,18,19,16,3,0
2,4,4,4,10,3,7,4,7,7,0,0,0,0,0,0
3,1,0,3,43,30,13,1,13,6,7,5,7,0,7,2
1,0,2,1,23,7,16,6,16,12,4,4,4,2,2,2
1,1,4,2,42,2,40,22,40,28,12,2,12,3,9,3
3,1,3,0,24,20,4,2,4,0,4,1,4,4,0,0
3,0,0,4,44,33,11,6,11,1,10,10,10,4,6,4
2,2,3,1,11,7,4,3,4,1,3,3,3,1,2,2
1,4,4,2,27,21,6,5,6,0,6,0,6,6,0,0
3,3,3,3,47,33,14,4,14,7,7,5,7,3,4,1
2,0,3,0,49,13,36,1,36,7,29,22,29,28,1,0
0,2,0,0,54,51,3,1,3,2,1,1,1,0,1,1
0,3,3,0,14,6,8,7,8,1,7,1,7,3,4,2
4,4,1,1,32,5,27,8,27,1,26,22,26,21,5,4
4,0,4,2,6,3,3,3,3,2,1,1,1,0,1,0
4,2,2,0,32,20,12,4,12,10,2,0,2,2,0,0
2,1,4,0,35,8,27,26,27,7,20,9,20,12,8,8
3,3,0,3,19,2,17,2,17,17,0,0,0,0,0,0
3,2,0,4,31,12,19,7,19,18,1,0,1,1,0,0
4,1,2,1,19,15,4,2,4,4,0,0,0,0,0,0
4,3,1,3,46,0,46,31,46,9,37,18,37,27,10,2
4,3,2,3,46,30,16,16,16,2,14,3,14,5,9,9
2,1,4,3,58,54,4,2,4,3,1,1,1,0,1,0
2,3,2,4,12,1,11,8,11,5,6,6,6,3,3,3
3,0,1,1,45,14,31,24,31,5,26,19,26,3,23,7
1,1,3,2,55,20,35,28,35,5,30,18,30,18,12,9
4,4,0,1,28,9,19,11,19,17,2,1,2,0,2,0
4,1,2,1,25,14,11,6,11,10,1,1,1,0,1,1
0,1,3,3,51,17,34,20,34,22,12,9,12,10,2,2
1,1,1,2,29,12,17,12,17,14,3,0,3,1,2,2
1,3,4,2,32,17,15,10,15,15,0,0,0,0,0,0
1,2,0,0,2,0,2,2,2,2,0,0,0,0,0,0
2,1,1,1,19,7,12,5,12,10,2,1,2,0,2,1
2,2,1,3,25,23,2,2,2,0,2,2,2,0,2,1
1,0,2,3,32,13,19,14,19,9,10,4,10,2,8,8
3,1,3,0,56,4,52,34,52,43,9,2,9,3,6,5
2,1,3,2,32,16,16,7,16,2,14,11,14,8,6,4
4,2,2,4,16,9,7,6,7,2,5,0,5,4,1,0
4,2,4,1,55,35,20,6,20,12,8,5,8,1,7,6
0,1,1,0,19,18,1,0,1,1,0,0,0,0,0,0
0,2,1,4,1,0,1,0,1,1,0,0,0,0,0,0
2,0,4,2,46,30,16,11,16,3,13,3,13,1,12,2
4,4,0,3,52,23,29,13,29,0,29,14,29,0,29,9
3,2,4,4,19,1,18,1,18,10,8,8,8,4,4,1
2,1,4,4,18,3,15,8,15,14,1,0,1,0,1,0
3,4,1,2,1,1,0,0,0,0,0,0,0,0,0,0
3,1,4,0,29,27,2,0,2,1,1,1,1,0,1,1
2,2,3,3,75,27,48,27,48,21,27,25,27,22,5,4
3,1,3,2,15,9,6,1,6,0,6,0,6,1,5,4
2,2,0,2,31,11,20,9,20,4,16,11,16,12,4,2
0,2,1,3,24,13,11,3,11,11,0,0,0,0,0,0
2,1,3,4,73,68,5,0,5,5,0,0,0,0,0,0
0,4,1,2,33,25,8,4,8,3,5,5,5,1,4,1
3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,4,3,53,18,35,6,35,1,34,27,34,27,7,1
1,0,1,1,45,3,42,36,42,9,33,21,33,6,27,22
3,2,3,4,44,22,22,12,22,11,11,2,11,2,9,3
3,2,3,0,29,11,18,13,18,3,15,5,15,15,0,0
1,4,2,0,40,22,18,16,18,10,8,2,8,3,5,1
0,1,1,0,13,13,0,0,0,0,0,0,0,0,0,0
2,0,2,1,17,13,4,4,4,1,3,2,3,2,1,1
2,2,4,4,5,0,5,0,5,0,5,1,5,3,2,1
3,0,3,1,47,33,14,11,14,3,11,6,11,4,7,1
4,2,0,4,55,20,35,12,35,33,2,2,2,2,0,0
2,0,1,1,25,9,16,1,16,16,0,0,0,0,0,0
4,4,0,2,42,39,3,1,3,0,3,2,3,1,2,0
1,0,4,4,37,33,4,0,4,0,4,1,4,0,4,3
4,2,1,3,24,3,21,15,21,0,21,7,21,16,5,5
1,3,3,2,36,1,35,5,35,25,10,8,10,8,2,1
0,2,0,2,66,40,26,3,26,7,19,2,19,4,15,7
3,4,0,3,37,24,13,4,13,10,3,0,3,1,2,2
2,1,3,3,65,36,29,14,29,18,11,6,11,0,11,3
4,0,1,3,28,20,8,8,8,1,7,3,7,2,5,3
0,2,0,4,58,2,56,0,56,55,1,1,1,1,0,0
2,1,2,3,31,10,21,20,21,8,13,8,13,3,10,8
3,2,1,4,12,10,2,0,2,2,0,0,0,0,0,0
1,4,2,2,44,35,9,9,9,2,7,2,7,3,4,2
0,4,1,2,6,6,0,0,0,0,0,0,0,0,0,0
3,3,4,4,35,6,29,10,29,21,8,6,8,3,5,5
0,1,4,4,10,5,5,3,5,2,3,2,3,2,1,1
3,2,3,2,54,22,32,1,32,19,13,3,13,10,3,0
2,0,0,0,33,24,9,6,9,5,4,1,4,3,1,0
1,0,3,1,31,24,7,2,7,6,1,0,1,0,1,1
3,3,2,0,54,28,26,26,26,18,8,2,8,1,7,6
2,3,0,0,46,15,31,7,31,17,14,8,14,1,13,12
4,1,0,0,41,9,32,28,32,0,32,21,32,9,23,16
3,0,4,1,13,7,6,1,6,4,2,1,2,1,1,0
4,4,3,0,49,43,6,4,6,4,2,2,2,1,1,1
1,4,2,4,23,12,11,4,11,3,8,1,8,1,7,2
4,1,0,2,30,17,13,4,13,2,11,6,11,3,8,5
4,1,4,0,4,1,3,1,3,0,3,2,3,1,2,2
1,2,2,4,13,6,7,5,7,7,0,0,0,0,0,0
2,1,4,3,22,10,12,9,12,3,9,5,9,3,6,6
2,3,2,1,58,51,7,4,7,5,2,2,2,2,0,0
0,1,1,3,31,0,31,0,31,18,13,0,13,10,3,2
1,1,0,2,27,23,4,1,4,4,0,0,0,0,0,0
1,3,2,2,11,7,4,0,4,2,2,0,2,0,2,1
2,3,1,0,19,7,12,5,12,4,8,8,8,0,8,2
3,3,2,3,49,24,25,11,25,15,10,10,10,10,0,0
3,4,0,0,54,25,29,3,29,26,3,1,3,3,0,0
3,2,2,3,29,5,24,6,24,18,6,5,6,4,2,2
1,1,1,2,19,6,13,3,13,0,13,2,13,10,3,2
0,4,1,2,40,15,25,25,25,12,13,8,13,4,9,1
2,1,3,2,61,56,5,5,5,5,0,0,0,0,0,0
4,1,3,0,36,5,31,9,31,5,26,3,26,9,17,9
2,0,1,1,42,35,7,2,7,2,5,3,5,3,2,1
1,2,1,4,6,4,2,0,2,2,0,0,0,0,0,0
1,1,0,2,11,6,5,3,5,4,1,0,1,0,1,0
0,3,3,2,11,6,5,2,5,5,0,0,0,0,0,0
1,2,3,1,46,31,15,13,15,1,14,5,14,2,12,1
0,0,2,4,30,25,5,3,5,0,5,3,5,3,2,0
3,2,1,0,17,13,4,4,4,4,0,0,0,0,0,0
3,4,2,4,52,45,7,0,7,2,5,0,5,1,4,1
4,3,1,0,3,3,0,0,0,0,0,0,0,0,0,0
1,0,3,1,27,13,14,12,14,0,14,1,14,4,10,8
1,2,1,2,43,17,26,14,26,26,0,0,0,0,0,0
0,2,3,3,20,0,20,2,20,19,1,0,1,0,1,1
3,0,2,0,28,4,24,3,24,20,4,4,4,3,1,1
0,4,1,3,14,7,7,7,7,7,0,0,0,0,0,0
3,2,4,4,26,7,19,15,19,14,5,5,5,1,4,4
2,4,4,0,1,1,0,0,0,0,0,0,0,0,0,0
0,4,2,3,73,47,26,17,26,26,0,0,0,0,0,0
2,0,1,2,39,26,13,6,13,8,5,2,5,3,2,2
3,3,3,0,74,37,37,0,37,14,23,11,23,10,13,6
0,1,3,2,38,4,34,5,34,22,12,4,12,7,5,4
1,0,3,1,34,27,7,0,7,6,1,0,1,1,0,0
1,0,3,0,68,50,18,5,18,10,8,8,8,3,5,5
0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4,0,0,55,47,8,8,8,7,1,1,1,0,1,0
4,1,1,4,34,18,16,15,16,10,6,5,6,0,6,2
1,2,3,2,30,14,16,4,16,0,16,3,16,1,15,1
2,0,2,0,50,13,37,0,37,17,20,14,20,6,14,10
1,2,0,3,37,31,6,0,6,1,5,1,5,5,0,0
4,0,3,2,58,5,53,6,53,10,43,33,43,39,4,1
2,2,1,2,21,3,18,15,18,9,9,1,9,7,2,1
2,2,0,2,37,34,3,0,3,2,1,1,1,1,0,0
2,0,3,0,27,20,7,7,7,4,3,3,3,1,2,0
1,4,2,0,27,11,16,12,16,4,12,3,12,6,6,5
4,4,1,2,32,13,19,18,19,6,13,9,13,6,7,0
2,0,1,0,42,19,23,10,23,8,15,5,15,3,12,10
4,0,2,4,41,15,26,2,26,3,23,17,23,6,17,15
1,2,3,3,53,10,43,21,43,25,18,2,18,12,6,0
1,1,1,1,43,37,6,2,6,5,1,0,1,0,1,0
3,3,3,1,52,45,7,0,7,1,6,1,6,3,3,1
3,4,0,4,28,9,19,16,19,8,11,11,11,0,11,3
0,4,2,0,17,13,4,1,4,1,3,1,3,1,2,0
0,4,2,0,27,15,12,9,12,3,9,0,9,3,6,4
0,2,2,4,38,27,11,1,11,10,1,1,1,0,1,0
4,0,4,1,24,23,1,1,1,1,0,0,0,0,0,0
3,1,4,1,8,1,7,2,7,7,0,0,0,0,0,0
0,2,4,0,35,8,27,22,27,5,22,5,22,15,7,0
1,3,1,1,5,2,3,0,3,2,1,0,1,1,0,0
4,4,3,4,31,17,14,8,14,10,4,3,4,2,2,0
4,1,0,2,4,2,2,2,2,1,1,1,1,1,0,0
1,1,3,3,27,5,22,8,22,17,5,0,5,4,1,1
4,3,0,2,20,7,13,4,13,6,7,5,7,1,6,5
2,1,4,4,14,9,5,0,5,5,0,0,0,0,0,0
2,3,2,2,23,13,10,4,10,7,3,1,3,1,2,0
3,0,2,1,39,11,28,14,28,9,19,7,19,11,8,2
0,1,0,3,34,30,4,3,4,1,3,2,3,3,0,0
1,1,1,2,45,27,18,15,18,16,2,0,2,2,0,0
2,0,1,4,23,13,10,5,10,1,9,8,9,6,3,1
2,3,1,2,41,7,34,14,34,12,22,1,22,1,21,8
2,2,3,4,51,34,17,16,17,0,17,1,17,5,12,5
0,3,2,4,42,32,10,7,10,6,4,4,4,1,3,3
4,1,4,0,46,1,45,6,45,11,34,26,34,30,4,3
2,2,3,0,56,54,2,1,2,2,0,0,0,0,0,0
1,4,2,4,62,12,50,36,50,33,17,11,17,4,13,2
4,3,4,3,44,41,3,0,3,3,0,0,0,0,0,0
1,1,1,0,65,26,39,38,39,9,30,22,30,7,23,20
4,4,4,1,37,19,18,17,18,6,12,7,12,5,7,3
0,1,0,4,16,9,7,5,7,7,0,0,0,0,0,0
2,3,3,4,51,29,22,12,22,7,15,4,15,3,12,5
2,1,4,2,46,42,4,0,4,0,4,3,4,4,0,0
1,1,2,3,36,35,1,0,1,0,1,0,1,1,0,0
